"assay","curve_id","study_id","study_short","virus_type","food_matrix","food_category","temperature","detection_method","pretreatment","pcr_pretreat","matrix_group","n_obs","n_nonzero_tp","n_censored","has_censoring","classification","reason"
"infectivity","curve_83","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","MNV-1","strawberry","produce",80,"PFU","none","not_applicable","other_food",5,4,1,TRUE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 52.551 log10/min; consistent with Weibull n!=1"
"infectivity","curve_105","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",75,"TCID50","none","not_applicable","other_food",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 7.423 log10/min; consistent with Weibull n!=1"
"infectivity","curve_108","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",85,"TCID50","none","not_applicable","other_food",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 6.040 log10/min; consistent with Weibull n!=1"
"infectivity","curve_111","https://doi.org/10.1016/j.ijfoodmicro.2013.11.026","10.1016/j.ijfoodmicro.2013.11.026","FCV-F9","mussel","shellfish",60,"PFU","none","not_applicable","shellfish",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.390 log10/min; consistent with Weibull n!=1"
"infectivity","curve_117","https://doi.org/10.1016/j.ijfoodmicro.2013.11.026","10.1016/j.ijfoodmicro.2013.11.026","MNV-1","mussel","shellfish",65,"PFU","none","not_applicable","shellfish",4,3,0,FALSE,"smooth shoulder/tailing","Slopes increasing (shoulder), no abrupt transition; slope range 3.280 log10/min; consistent with Weibull n!=1"
"infectivity","curve_124","https://doi.org/10.1016/j.ijfoodmicro.2018.05.013","10.1016/j.ijfoodmicro.2018.05.013","MNV-1","oyster homogenate","shellfish",63,"PFU","none","not_applicable","shellfish",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.340 log10/min; consistent with Weibull n!=1"
"infectivity","curve_147","https://doi.org/10.1111/ijfs.12674","10.1111/ijfs.12674","HAV","mussel","shellfish",85,"TCID50","none","not_applicable","shellfish",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.177 log10/min; consistent with Weibull n!=1"
"infectivity","curve_148","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","HAV","milk","dairy",63,"PFU","none","not_applicable","other_food",5,4,1,TRUE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.743 log10/min; consistent with Weibull n!=1"
"infectivity","curve_168","https://doi.org/10.1111/jam.12892","10.1111/jam.12892","HAV","clam","shellfish",60,"PFU","none","not_applicable","shellfish",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.130 log10/min; consistent with Weibull n!=1"
"infectivity","curve_207","https://doi.org/10.4315/0362-028X.JFP-13-289","10.4315/0362-028X.JFP-13-289","FCV-F9","spinach","produce",60,"PFU","none","not_applicable","other_food",4,3,0,FALSE,"smooth shoulder/tailing","Slopes increasing (shoulder), no abrupt transition; slope range 0.920 log10/min; consistent with Weibull n!=1"
"infectivity","curve_212","https://doi.org/10.4315/0362-028X.JFP-13-289","10.4315/0362-028X.JFP-13-289","MNV-1","spinach","produce",60,"PFU","none","not_applicable","other_food",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.840 log10/min; consistent with Weibull n!=1"
"PCR","curve_27","10.1016/j.fm.2014.01.009","10.1016/j.fm.2014.01.009","HuNoV GII","PBS","simple matrix",90,"RT-qPCR","none","no","simple_matrix",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 405%, range 0.075 log10/min"
"PCR","curve_62","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","FCV-F9","PBS","simple matrix",60,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 345%, range 0.083 log10/min"
"PCR","curve_70","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","HuNoV GII","PBS","simple matrix",60,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 163%, range 0.125 log10/min"
"PCR","curve_72","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","HuNoV GII","mussel","shellfish",60,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 271%, range 0.195 log10/min"
"PCR","curve_64","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","FCV-F9","PBS","simple matrix",80,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 645%, range 0.090 log10/min"
"PCR","curve_68","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","FCV-F9","mussel","shellfish",80,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 163%, range 0.125 log10/min"
"PCR","curve_76","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","HuNoV GII","strawberry","produce",63,"RT-qPCR","RNase","yes","other_food",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 122%, range 0.401 log10/min"
"PCR","curve_89","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","TV","strawberry","produce",63,"RT-qPCR","RNase","yes","other_food",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 66%, range 0.470 log10/min"
"PCR","curve_77","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","HuNoV GII","strawberry","produce",72,"RT-qPCR","RNase","yes","other_food",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 95%, range 2.535 log10/min"
"PCR","curve_91","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","TV","strawberry","produce",72,"RT-qPCR","RNase","yes","other_food",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 54%, range 8.993 log10/min"
"PCR","curve_93","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","TV","strawberry","produce",80,"RT-qPCR","RNase","yes","other_food",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 44%, range 49.565 log10/min"
"PCR","curve_98","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",90,"RT-qPCR","PMA","yes","shellfish",4,3,0,FALSE,"approximately log-linear","Slope CV 34%, range 0.017 log10/min; consistent rate across time points"
"PCR","curve_106","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",85,"RT-qPCR","PMA","yes","other_food",7,6,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 71%, range 1.350 log10/min"
"PCR","curve_107","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",85,"RT-qPCR","none","no","other_food",7,6,1,TRUE,"approximately log-linear","No clear biphasic transition; slope CV 213%, range 0.560 log10/min"
"PCR","curve_120","https://doi.org/10.1016/j.ijfoodmicro.2013.11.027","10.1016/j.ijfoodmicro.2013.11.027","HuNoV GII","PBS","simple matrix",72,"RT-qPCR","PGM","yes","simple_matrix",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 67%, range 0.570 log10/min"
"PCR","curve_153","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","HAV","water","simple matrix",63,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 186%, range 0.113 log10/min"
"PCR","curve_157","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","MNV-1","milk","dairy",63,"RT-qPCR","none","no","other_food",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 199%, range 0.177 log10/min"
"PCR","curve_161","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","MNV-1","water","simple matrix",63,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 45%, range 0.113 log10/min"
"PCR","curve_151","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","HAV","milk","dairy",72,"RT-qPCR","none","no","other_food",5,4,0,FALSE,"approximately log-linear","Slope CV 14%, range 0.007 log10/min; consistent rate across time points"
"PCR","curve_155","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","HAV","water","simple matrix",72,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 55%, range 0.077 log10/min"
"PCR","curve_165","https://doi.org/10.1111/jam.12534","10.1111/jam.12534","GA","mussel","shellfish",90,"RT-qPCR","none","no","shellfish",9,8,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 249%, range 2.084 log10/min"
"PCR","curve_172","https://doi.org/10.1128/AEM.00425-09","10.1128/AEM.00425-09","MS2","water","simple matrix",72,"RT-qPCR","RNase","yes","simple_matrix",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 90%, range 2.190 log10/min"
"PCR","curve_173","https://doi.org/10.1128/AEM.00425-09","10.1128/AEM.00425-09","MS2","water","simple matrix",72,"RT-qPCR","none","no","simple_matrix",5,4,1,TRUE,"approximately log-linear","Slope CV 0%, range 0.100 log10/min; consistent rate across time points"
"PCR","curve_174","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","HuNoV GII","oyster","shellfish",62,"RT-qPCR","PGM","yes","shellfish",7,6,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 160%, range 0.108 log10/min"
"PCR","curve_177","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","TV","oyster","shellfish",62,"RT-qPCR","PGM","yes","shellfish",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 174%, range 0.133 log10/min"
"PCR","curve_175","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","HuNoV GII","oyster","shellfish",72,"RT-qPCR","PGM","yes","shellfish",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 107%, range 0.217 log10/min"
"PCR","curve_178","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","TV","oyster","shellfish",72,"RT-qPCR","PGM","yes","shellfish",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 226%, range 0.428 log10/min"
"PCR","curve_176","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","HuNoV GII","oyster","shellfish",80,"RT-qPCR","PGM","yes","shellfish",6,5,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 204%, range 20.700 log10/min"
"PCR","curve_179","https://doi.org/10.1128/AEM.03573-15","10.1128/AEM.03573-15","TV","oyster","shellfish",80,"RT-qPCR","PGM","yes","shellfish",8,7,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 222%, range 15.464 log10/min"
"PCR","curve_182","https://doi.org/10.3390/v16010110","10.3390/v16010110","HuNoV GII","oyster homogenate","shellfish",100,"RT-qPCR","PMA","yes","shellfish",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 54%, range 0.060 log10/min"
"PCR","curve_183","https://doi.org/10.3390/v16010110","10.3390/v16010110","HuNoV GII","oyster homogenate","shellfish",100,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 107%, range 0.066 log10/min"
"PCR","curve_217","sammi","sammi","HuNoV GII","oyster","shellfish",60,"RT-qPCR","RNase","yes","shellfish",8,7,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 579%, range 1.564 log10/min"
"PCR","curve_224","sammi","sammi","TV","PBS","simple matrix",60,"RT-qPCR","RNase","yes","simple_matrix",13,12,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 209%, range 1.084 log10/min"
"PCR","curve_230","sammi","sammi","TV","oyster","shellfish",60,"RT-qPCR","RNase","yes","shellfish",8,7,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 295%, range 1.167 log10/min"
"PCR","curve_218","sammi","sammi","HuNoV GII","oyster","shellfish",63,"RT-qPCR","RNase","yes","shellfish",11,10,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 2208%, range 2.397 log10/min"
"PCR","curve_232","sammi","sammi","TV","oyster","shellfish",63,"RT-qPCR","RNase","yes","shellfish",11,10,0,FALSE,"approximately log-linear","No clear biphasic transition; slope CV 140%, range 0.876 log10/min"
"PCR","curve_94","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",70,"RT-qPCR","PMA","yes","shellfish",3,2,0,FALSE,"insufficient information","Only 2 non-censored non-zero time points; cannot assess shape"
"PCR","curve_95","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",70,"RT-qPCR","none","no","shellfish",3,2,0,FALSE,"insufficient information","Only 2 non-censored non-zero time points; cannot assess shape"
"PCR","curve_96","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",80,"RT-qPCR","PMA","yes","shellfish",3,2,0,FALSE,"insufficient information","Only 2 non-censored non-zero time points; cannot assess shape"
"PCR","curve_97","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",80,"RT-qPCR","none","no","shellfish",3,2,0,FALSE,"insufficient information","Only 2 non-censored non-zero time points; cannot assess shape"
"PCR","curve_142","https://doi.org/10.1089/fpd.2010.0681","10.1089/fpd.2010.0681","MNV-1","clam","shellfish",90,"RT-qPCR","none","no","shellfish",3,3,2,TRUE,"insufficient information","Fewer than 2 non-censored non-zero time points"
"PCR","curve_103","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",75,"RT-qPCR","PMA","yes","other_food",7,6,0,FALSE,"potentially biphasic","Early mean slope 0.623 log10/min, late 0.120 log10/min (5.2x ratio); 2 late-phase segments"
"PCR","curve_26","10.1016/j.fm.2014.01.009","10.1016/j.fm.2014.01.009","HuNoV GII","PBS","simple matrix",90,"RT-qPCR","PMA","yes","simple_matrix",6,5,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.070 log10/min; consistent with Weibull n!=1"
"PCR","curve_66","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","FCV-F9","mussel","shellfish",60,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"smooth shoulder/tailing","Slopes increasing (shoulder), no abrupt transition; slope range 0.035 log10/min; consistent with Weibull n!=1"
"PCR","curve_71","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","HuNoV GII","PBS","simple matrix",80,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.753 log10/min; consistent with Weibull n!=1"
"PCR","curve_73","https://doi.org/10.1016/j.foodcont.2011.10.004","10.1016/j.foodcont.2011.10.004","HuNoV GII","mussel","shellfish",80,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"smooth shoulder/tailing","Slopes increasing (shoulder), no abrupt transition; slope range 0.025 log10/min; consistent with Weibull n!=1"
"PCR","curve_78","https://doi.org/10.1016/j.foodcont.2018.08.031","10.1016/j.foodcont.2018.08.031","HuNoV GII","strawberry","produce",80,"RT-qPCR","RNase","yes","other_food",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 33.740 log10/min; consistent with Weibull n!=1"
"PCR","curve_99","https://doi.org/10.1016/j.foodcont.2019.106954","10.1016/j.foodcont.2019.106954","HuNoV GII","mussel","shellfish",90,"RT-qPCR","none","no","shellfish",4,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.033 log10/min; consistent with Weibull n!=1"
"PCR","curve_104","https://doi.org/10.1016/j.foodres.2026.118748","10.1016/j.foodres.2026.118748","MNV-1","seaweed","produce",75,"RT-qPCR","none","no","other_food",7,6,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.107 log10/min; consistent with Weibull n!=1"
"PCR","curve_119","https://doi.org/10.1016/j.ijfoodmicro.2013.11.027","10.1016/j.ijfoodmicro.2013.11.027","HuNoV GII","PBS","simple matrix",63,"RT-qPCR","PGM","yes","simple_matrix",6,5,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.028 log10/min; consistent with Weibull n!=1"
"PCR","curve_138","https://doi.org/10.1089/fpd.2010.0681","10.1089/fpd.2010.0681","HAV","clam","shellfish",90,"RT-qPCR","none","no","shellfish",3,3,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 1.310 log10/min; consistent with Weibull n!=1"
"PCR","curve_149","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","HAV","milk","dairy",63,"RT-qPCR","none","no","other_food",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.060 log10/min; consistent with Weibull n!=1"
"PCR","curve_159","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","MNV-1","milk","dairy",72,"RT-qPCR","none","no","other_food",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.302 log10/min; consistent with Weibull n!=1"
"PCR","curve_163","https://doi.org/10.1111/j.1365-2672.2009.04179.x","10.1111/j.1365-2672.2009.04179.x","MNV-1","water","simple matrix",72,"RT-qPCR","none","no","simple_matrix",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.202 log10/min; consistent with Weibull n!=1"
"PCR","curve_180","https://doi.org/10.3390/v16010110","10.3390/v16010110","HuNoV GII","oyster homogenate","shellfish",85,"RT-qPCR","PMA","yes","shellfish",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.028 log10/min; consistent with Weibull n!=1"
"PCR","curve_181","https://doi.org/10.3390/v16010110","10.3390/v16010110","HuNoV GII","oyster homogenate","shellfish",85,"RT-qPCR","none","no","shellfish",5,4,0,FALSE,"smooth shoulder/tailing","Slopes decreasing (tailing), no abrupt transition; slope range 0.028 log10/min; consistent with Weibull n!=1"
